D2,Acris_crepitans.ASV1
SW,Acris_crepitans.ASV10
D2,Acris_crepitans.ASV1000
D2,Acris_crepitans.ASV1001
D2,Acris_crepitans.ASV1005
D2,Acris_crepitans.ASV1006
D2,Acris_crepitans.ASV1010
D2,Acris_crepitans.ASV1012
D2,Acris_crepitans.ASV1024
SW,Acris_crepitans.ASV1024
D2,Acris_crepitans.ASV1028
D2,Acris_crepitans.ASV1030
SW,Acris_crepitans.ASV1031
SW,Acris_crepitans.ASV1036
D2,Acris_crepitans.ASV1040
D2,Acris_crepitans.ASV1043
SW,Acris_crepitans.ASV1044
D2,Acris_crepitans.ASV10449
D2,Acris_crepitans.ASV10450
D2,Acris_crepitans.ASV10452
D2,Acris_crepitans.ASV10453
D2,Acris_crepitans.ASV10454
D2,Acris_crepitans.ASV10458
D2,Acris_crepitans.ASV1046
D2,Acris_crepitans.ASV10461
D2,Acris_crepitans.ASV10462
D2,Acris_crepitans.ASV10464
D2,Acris_crepitans.ASV10465
D2,Acris_crepitans.ASV10466
D2,Acris_crepitans.ASV10468
D2,Acris_crepitans.ASV10470
D2,Acris_crepitans.ASV10473
SW,Acris_crepitans.ASV10603
SW,Acris_crepitans.ASV10604
SW,Acris_crepitans.ASV10607
SW,Acris_crepitans.ASV10608
SW,Acris_crepitans.ASV10609
SW,Acris_crepitans.ASV10610
SW,Acris_crepitans.ASV10611
SW,Acris_crepitans.ASV10612
SW,Acris_crepitans.ASV10614
SW,Acris_crepitans.ASV10615
SW,Acris_crepitans.ASV1063
SW,Acris_crepitans.ASV1064
SW,Acris_crepitans.ASV1068
SW,Acris_crepitans.ASV1074
D2,Acris_crepitans.ASV1076
D2,Acris_crepitans.ASV108
D2,Acris_crepitans.ASV1085
D2,Acris_crepitans.ASV1092
SW,Acris_crepitans.ASV1093
SW,Acris_crepitans.ASV1094
SW,Acris_crepitans.ASV1096
SW,Acris_crepitans.ASV1097
D2,Acris_crepitans.ASV1098
D2,Acris_crepitans.ASV110
SW,Acris_crepitans.ASV1105
SW,Acris_crepitans.ASV1108
D2,Acris_crepitans.ASV111
SW,Acris_crepitans.ASV111
SW,Acris_crepitans.ASV1110
SW,Acris_crepitans.ASV1115
D2,Acris_crepitans.ASV1116
SW,Acris_crepitans.ASV112
D2,Acris_crepitans.ASV11213
D2,Acris_crepitans.ASV11214
D2,Acris_crepitans.ASV11216
D2,Acris_crepitans.ASV11217
D2,Acris_crepitans.ASV11218
D2,Acris_crepitans.ASV11219
D2,Acris_crepitans.ASV11222
D2,Acris_crepitans.ASV11224
D2,Acris_crepitans.ASV11225
D2,Acris_crepitans.ASV11227
SW,Acris_crepitans.ASV1125
SW,Acris_crepitans.ASV1129
SW,Acris_crepitans.ASV1133
SW,Acris_crepitans.ASV11353
SW,Acris_crepitans.ASV11355
SW,Acris_crepitans.ASV11356
SW,Acris_crepitans.ASV11357
SW,Acris_crepitans.ASV11358
SW,Acris_crepitans.ASV11359
D2,Acris_crepitans.ASV1136
SW,Acris_crepitans.ASV1136
SW,Acris_crepitans.ASV11360
SW,Acris_crepitans.ASV11361
SW,Acris_crepitans.ASV11364
SW,Acris_crepitans.ASV11365
SW,Acris_crepitans.ASV11367
SW,Acris_crepitans.ASV11368
SW,Acris_crepitans.ASV1137
SW,Acris_crepitans.ASV11370
SW,Acris_crepitans.ASV11371
SW,Acris_crepitans.ASV11372
SW,Acris_crepitans.ASV11375
SW,Acris_crepitans.ASV11376
SW,Acris_crepitans.ASV11377
SW,Acris_crepitans.ASV1139
SW,Acris_crepitans.ASV1141
SW,Acris_crepitans.ASV1142
D2,Acris_crepitans.ASV1143
SW,Acris_crepitans.ASV1145
D2,Acris_crepitans.ASV1146
D2,Acris_crepitans.ASV115
SW,Acris_crepitans.ASV1155
SW,Acris_crepitans.ASV1157
SW,Acris_crepitans.ASV116
SW,Acris_crepitans.ASV1161
SW,Acris_crepitans.ASV1162
SW,Acris_crepitans.ASV1169
SW,Acris_crepitans.ASV1184
SW,Acris_crepitans.ASV1185
SW,Acris_crepitans.ASV1188
SW,Acris_crepitans.ASV1191
D2,Acris_crepitans.ASV11935
